As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,WB Contract Number,Major Sector,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1327186,"Public Administration, Law, and Justice","Financial Management Specialist
CBR-PSU
Contract period :",9/5/2012 0:00,SULIMAN AHMAD,Afghanistan,AF,"$52,499.00 ",CBR-CONT/IARCSC/02/09-2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P119047,Financial Sector Rapid Response Project,Policy and Strategy,Consultant Services,Individual,IBRD/IDA,1328091,Finance,Technical Assistance to DAB on Procurement Process for Payme,7/22/2012 0:00,ABIB GAYA,Afghanistan,AF,"$98,088.00 ",DAB/FSRRP/C-3
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P119047,Financial Sector Rapid Response Project,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1328094,Finance,International Procurement Specialist,10/9/2012 0:00,MOSES JENKINS,Afghanistan,AF,"$60,169.00 ",DAB/FSRRP/C-7
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326054,"Public Administration, Law, and Justice","Technical Deputy Director General, Afghanistan National Stan",8/1/2012 0:00,MUJUBURRAHMAN KHATEER,Afghanistan,AF,"$158,004.00 ",SMG/001/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326055,"Public Administration, Law, and Justice","Director, Administration & Finance, Afghanistan National Sta",8/1/2012 0:00,ATIQULLAH ASEFI,Afghanistan,AF,"$86,822.00 ",SMG/002/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326056,"Public Administration, Law, and Justice","Director, Provincial Relations, Afghanistan National Standar",8/1/2012 0:00,MOHAMMAD AMAN IBRAHIMI,Afghanistan,AF,"$86,822.00 ",SMG/003/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326059,"Public Administration, Law, and Justice","Director, Policy & Planning, Afghanistan National Standard A",8/1/2012 0:00,MOHAMMAD AFZAL HAIDER,Afghanistan,AF,"$86,822.00 ",SMG/004/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326108,"Public Administration, Law, and Justice","Director, Assets Registration, High Office of Oversight for",8/1/2012 0:00,NADER MUHSENI,Afghanistan,AF,"$97,936.00 ",SMG/007/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326111,"Public Administration, Law, and Justice","Director, Monitoring & Evaluation, Office of Administrative",8/1/2012 0:00,MOHAMADAGUL KOCHAI,Afghanistan,AF,"$86,822.00 ",SMG/009/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326112,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of WomenÉ??s Affairs",8/1/2012 0:00,FAIZAN AHMAD,Afghanistan,AF,"$94,636.00 ",SMG/010/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326113,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of Transportation & Civi",8/1/2012 0:00,ABDUL WAKIL SEDIQI,Afghanistan,AF,"$90,295.00 ",SMG/011/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326114,"Public Administration, Law, and Justice","President, Foreign Affairs, Ministry of Transportation & Civ",8/1/2012 0:00,YALDA NATIQ,Afghanistan,AF,"$86,822.00 ",SMG/012/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326131,"Public Administration, Law, and Justice","Advisor to Minister of Urbanization Affairs, Ministry of Urb",8/1/2012 0:00,A. WASSAY BACHARYAR,Afghanistan,AF,"$106,791.00 ",SMG/013/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326234,"Public Administration, Law, and Justice","Director, Urban Water Sanitation, Environment & Health Prote",8/1/2012 0:00,HUSSAIN ETEMADI,Afghanistan,AF,"$86,822.00 ",SMG/014/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326235,"Public Administration, Law, and Justice","Director, Planning, Ministry of Rural Rehabilitation & Devel",8/1/2012 0:00,MOHAMMAD NAIM,Afghanistan,AF,"$131,970.00 ",SMG/015/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326117,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of Public Works",8/1/2012 0:00,AHMAD HUMAYON HAZIM,Afghanistan,AF,"$109,396.00 ",SMG/016/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326119,"Public Administration, Law, and Justice","Director, Quality Control, Ministry of Public Works",8/1/2012 0:00,AHMAD HIRJAT SHINWARI,Afghanistan,AF,"$104,621.00 ",SMG/017/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326121,"Public Administration, Law, and Justice","Director, Finance, Ministry of Mines",8/1/2012 0:00,MOHAMMAD EBRAHIM EBRAHIMI,Afghanistan,AF,"$156,280.00 ",SMG/019/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326237,"Public Administration, Law, and Justice","Director, Legal Services, Ministry of Mines",8/1/2012 0:00,SAYED ZAMAN HASHIMI,Afghanistan,AF,"$120,264.00 ",SMG/021/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326126,"Public Administration, Law, and Justice","Director, Hydrocarbon Survey, Ministry of Mines",8/1/2012 0:00,QUTBUDDIN QAEYM,Afghanistan,AF,"$86,822.00 ",SMG/022/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326127,"Public Administration, Law, and Justice","Director General, Human Resources & Labor Management, Minist",8/1/2012 0:00,KHAIR MOHAMMAD NIRU,Afghanistan,AF,"$121,551.00 ",SMG/023/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326238,"Public Administration, Law, and Justice","Director General, Pension, Ministry of Labor, Social Affairs",8/1/2012 0:00,SAID NAIM SADAT,Afghanistan,AF,"$123,367.00 ",SMG/024/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326129,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of Labor, Social Affairs",8/1/2012 0:00,JAWAID HAQ SAMADEY,Afghanistan,AF,"$120,162.00 ",SMG/025/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326061,"Public Administration, Law, and Justice","Director General, ProgramsÉ?? Design & Management, Independent",8/1/2012 0:00,MR. ROHULLAH OSMANI,Afghanistan,AF,"$228,179.00 ",SMG/026/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326130,"Public Administration, Law, and Justice","Director, Policy & Planning, Ministry of Justice",8/1/2012 0:00,SHAH WALI ATAYE,Afghanistan,AF,"$86,822.00 ",SMG/027/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326239,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of Justice",8/1/2012 0:00,NAJIBULLAH JAMI,Afghanistan,AF,"$91,163.00 ",SMG/028/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326270,"Public Administration, Law, and Justice","Director General, Budget, Min of Finance",8/1/2012 0:00,AHMAD JAVED JALALI,Afghanistan,AF,"$259,199.00 ",SMG/030/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326261,"Public Administration, Law, and Justice","Director General, Treasury, Ministry of Finance",8/1/2012 0:00,MOHAMMAD AQA,Afghanistan,AF,"$191,009.00 ",SMG/031/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326063,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of Finance",8/1/2012 0:00,MOSA KAMAWI,Afghanistan,AF,"$127,629.00 ",SMG/032/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326065,"Public Administration, Law, and Justice","Director General, Revenue, Ministry of Finance",8/1/2012 0:00,AHMAD SHAH ZAMANZAI,Afghanistan,AF,"$121,551.00 ",SMG/033/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326066,"Public Administration, Law, and Justice","Director, Communication, Ministry of Finance",8/1/2012 0:00,NAJIBULLAH MANALI,Afghanistan,AF,"$121,551.00 ",SMG/034/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326067,"Public Administration, Law, and Justice","Director, Kabul Revenue Department, Min of Finance",8/1/2012 0:00,ABDUL SAMAD STANEKZAI,Afghanistan,AF,"$103,232.00 ",SMG/037/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326053,"Public Administration, Law, and Justice","Director, Medium Tax Payers Dept, Min of Finance",8/1/2012 0:00,ZUBAIR AHMAD,Afghanistan,AF,"$124,052.00 ",SMG/038/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326068,"Public Administration, Law, and Justice","Director General, Policy Implementation, Min of Finance",8/1/2012 0:00,SAYED MOHAMMAD AMEEN HABIBI,Afghanistan,AF,"$178,090.00 ",SMG/039/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326069,"Public Administration, Law, and Justice","Director, Procurement, Ministry of Energy & Water",8/1/2012 0:00,WALIULLAH RAAZ,Afghanistan,AF,"$104,187.00 ",SMG/040/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326070,"Public Administration, Law, and Justice","Director, Finance & Accounts, Ministry of Energy & Water",8/1/2012 0:00,RAMEEN KAKAR,Afghanistan,AF,"$86,822.00 ",SMG/041/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326071,"Public Administration, Law, and Justice","Director, Design and Formulation of Water Policy, Ministry o",8/1/2012 0:00,MOHAMMAD AKHTAR HAFIZ,Afghanistan,AF,"$86,822.00 ",SMG/043/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326072,"Public Administration, Law, and Justice","Director General, Education Monitoring, Ministry of Educatio",8/1/2012 0:00,SAYED ASGHAR HAIDARI,Afghanistan,AF,"$138,916.00 ",SMG/044/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326073,"Public Administration, Law, and Justice","Director General, Planning, Ministry of Education",8/1/2012 0:00,ABDUL WASSAY ARIAN,Afghanistan,AF,"$191,009.00 ",SMG/045/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326262,"Public Administration, Law, and Justice","Director General, Human Resources, Ministry of Education",8/1/2012 0:00,AHMAD NAJEEB BAIZAYEE,Afghanistan,AF,"$160,812.00 ",SMG/046/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326075,"Public Administration, Law, and Justice","Director, Institute of Communication & IT, Ministry of Commu",8/1/2012 0:00,MOHAMMAD SHAFI SHARIFI,Afghanistan,AF,"$93,768.00 ",SMG/047/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326076,"Public Administration, Law, and Justice","Director, Competition Promotion & Consumer Protection, Minis",8/1/2012 0:00,HAFIZULLAH WALIRAHIMI,Afghanistan,AF,"$86,822.00 ",SMG/050/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326078,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of Commerce & Industry",8/1/2012 0:00,MIRWAIS AHMADZAI,Afghanistan,AF,"$132,151.00 ",SMG/051/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326082,"Public Administration, Law, and Justice","Director General, Private Sector & International Affairs, Mi",8/1/2012 0:00,ABDUL RAHIM SAEEDI,Afghanistan,AF,"$156,280.00 ",SMG/053/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326263,"Public Administration, Law, and Justice","Director, Transit & Trade Facilitation, Ministry of Commerce",8/1/2012 0:00,SAYED YAHYA AKHLAQI,Afghanistan,AF,"$114,585.00 ",SMG/054/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326086,"Public Administration, Law, and Justice","Director, Finance & Accounts, Ministry of Borders & Tribal A",8/1/2012 0:00,FAZAL MALIK QASIMI,Afghanistan,AF,"$114,258.00 ",SMG/055/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326089,"Public Administration, Law, and Justice","Director, Human Resources, Ministry of Borders & Tribal Affa",8/1/2012 0:00,MOHAMMAD NOOR KATAWAZAI,Afghanistan,AF,"$102,832.00 ",SMG/056/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326093,"Public Administration, Law, and Justice","Director, Education, Ministry of Borders & Tribal Affairs",8/1/2012 0:00,MOHAMMAD NABI SHAHAB,Afghanistan,AF,"$121,551.00 ",SMG/057/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326265,"Public Administration, Law, and Justice","Director General, Afghanistan Land Authority, Ministry of Ag",8/1/2012 0:00,JAWAD PEIKAR,Afghanistan,AF,"$152,154.00 ",SMG/058/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326266,"Public Administration, Law, and Justice","Director General, Nangarhar Valley Development Authority, Mi",8/1/2012 0:00,ZIARAT GUL RAHEL,Afghanistan,AF,"$133,845.00 ",SMG/059/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326267,"Public Administration, Law, and Justice","Director Finance & Accounts, Ministry of Agriculture, Irriga",8/1/2012 0:00,MOHAMMAD WAHEED ETABAR,Afghanistan,AF,"$147,633.00 ",SMG/061/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326095,"Public Administration, Law, and Justice","Director, Helmand Provincial Office, Ministry of Agriculture",8/1/2012 0:00,ABDULLAH JAN AHMADZAI,Afghanistan,AF,"$98,908.00 ",SMG/063/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326269,"Public Administration, Law, and Justice","Regional Program Coordinator, Ministry of Agriculture, Irrig",8/1/2012 0:00,ABDUL LATIF ROSHAN,Afghanistan,AF,"$48,621.00 ",SMG/064/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326096,"Public Administration, Law, and Justice","Director, Finance & Trade, Ministry of Economy",8/1/2012 0:00,ABDUL LATIF ABED,Afghanistan,AF,"$86,822.00 ",SMG/065/2012
12/18/2012 0:00,2013,SOUTH ASIA,Afghanistan,AF,P123845,AF: Capacity Blding for Results Facility,Institution building,Consultant Services,Individual,Recipient Executed Activities,1326098,"Public Administration, Law, and Justice","Director, Regional & International Cooperation, Ministry of",8/1/2012 0:00,ABDUL QAYYUM SAMER,Afghanistan,AF,"$114,585.00 ",SMG/066/2012
